,variable,g__Absconditella,g__Acarospora,g__Acremonium,g__Acrophialophora,g__Acrostalagmus,g__Aequabiliella,g__Agaricus,g__Ajellomyces,g__Alatospora,g__Alboleptonia,g__Aleurodiscus,g__Alpestrisphaeria,g__Alternaria,g__Amanita,g__Amaurodon,g__Ambispora,g__Amphinema,g__Amylocorticiellum,g__Angustimassarina,g__Antennariella,g__Anthostomella,g__Anthracobia,g__Antrodia,g__Antrodiella,g__Aphanobasidium,g__Aphroditeola,g__Apodus,g__Apophysomyces,g__Aporospora,g__Arachnopeziza,g__Archaeospora,g__Armillaria,g__Arrhenia,g__Arthrographis,g__Articulospora,g__Artomyces,g__Aschersonia,g__Ascobolus,g__Ascosphaera,g__Aspergillus,g__Aspicilia,g__Asterophora,g__Atractospora,g__Aureobasidium,g__Aureoboletus,g__Auricularia,g__Auxarthron,g__Bagliettoa,g__Balsamia,g__Bannoa,g__Barrmaelia,g__Basidioascus,g__Basidiobolus,g__Basidiodendron,g__Beauveria,g__Biatora,g__Biatriospora,g__Bifiguratus,g__Bionectria,g__Biscogniauxia,g__Boeremia,g__Boidinia,g__Bolbitius,g__Boletellus,g__Boletus,g__Botryobasidium,g__Botrytis,g__Bovista,g__Bryochiton,g__Bryoglossum,g__Byssocorticium,g__Cadophora,g__Calcarisporiella,g__Calcarisporium,g__Callistosporium,g__Caloboletus,g__Calvatia,g__Calyptrozyma,g__Camarops,g__Camarosporium,g__Canalisporium,g__Candelariella,g__Candida,g__Capronia,g__Carbonea,g__Catapyrenium,g__Catenulostroma,g__Celerioriella,g__Celosporium,g__Cenococcum,g__Cephaliophora,g__Cephalotheca,g__Ceramothyrium,g__Ceratobasidium,g__Cercophora,g__Cercospora,g__Ceriporia,g__Cerothallia,g__Cetrelia,g__Chaenotheca,g__Chaetomidium,g__Chaetomium,g__Chaetospermum,g__Chaetosphaeria,g__Chaetosphaeronema,g__Chalara,g__Chalciporus,g__Chamaemyces,g__Cheimonophyllum,g__Chloridium,g__Chlorociboria,g__Chromelosporium,g__Chrysosporium,g__Chrysozyma,g__Ciliochorella,g__Cinereomyces,g__Cistella,g__Cladonia,g__Cladophialophora,g__Cladorrhinum,g__Cladosporium,g__Claussenomyces,g__Clavaria,g__Clavatospora,g__Clavulina,g__Clavulinopsis,g__Clitocybe,g__Clitopilopsis,g__Clitopilus,g__Clonostachys,g__Coccomyces,g__Colacogloea,g__Coleophoma,g__Collariella,g__Collophora,g__Coltricia,g__Coniochaeta,g__Coniophora,g__Coniosporium,g__Coniothyrium,g__Conlarium,g__Conocybe,g__Coprinellus,g__Coprinopsis,g__Cordana,g__Cordyceps,g__Cortinarius,g__Corynespora,g__Cosmospora,g__Cotylidia,g__Crepidotus,g__Cristinia,g__Crocicreas,g__Crucellisporiopsis,g__Cruentomycena,g__Cryptococcus,g__Cryptocoryneum,g__Cryptosporiopsis,g__Cuphophyllus,g__Curvibasidium,g__Cylindrium,g__Cylindrosympodium,g__Cyphellophora,g__Cystobasidium,g__Cystolepiota,g__Cytospora,g__Dacryobolus,g__Dactylella,g__Dactylonectria,g__Daedaleopsis,g__Daldinia,g__Davidiellomyces,g__Debaryomyces,g__Devriesia,g__Dichomitus,g__Dictyosporium,g__Diplogelasinospora,g__Dominikia,g__Donadinia,g__Dothiora,g__Dothiorella,g__Echinoderma,g__Elaphomyces,g__Elasticomyces,g__Encoelia,g__Endoconidioma,g__Endogone,g__Endophoma,g__Endosporium,g__Entoloma,g__Entomocorticium,g__Epicoccum,g__Erioscyphella,g__Exidia,g__Exophiala,g__Fayodia,g__Fibroporia,g__Filobasidium,g__Flagelloscypha,g__Flammulaster,g__Fomitiporella,g__Friedmanniomyces,g__Fusariella,g__Fusarium,g__Fuscoporia,g__Fusicolla,g__Galerina,g__Ganoderma,g__Gautieria,g__Geastrum,g__Geminibasidium,g__Genabea,g__Genea,g__Geoglossum,g__Geomyces,g__Geopora,g__Geopyxis,g__Geosmithia,g__Gerhardtia,g__Gibellulopsis,g__Glarea,g__Gliophorus,g__Gloeodontia,g__Gloiothele,g__Glomus,g__Glutinoglossum,g__Gorgomyces,g__Graphium,g__Gymnoascus,g__Gymnopilus,g__Gymnopus,g__Hamatocanthoscypha,g__Hamigera,g__Harknessia,g__Hazslinszkyomyces,g__Hebeloma,g__Helicodendron,g__Helicoma,g__Helicomyces,g__Helicosporium,g__Helvella,g__Hemileucoglossum,g__Hemimycena,g__Hemistropharia,g__Herpotrichia,g__Heterobasidion,g__Heterocephalacria,g__Heterodermia,g__Hirsutella,g__Hispidoconidioma,g__Hodophilus,g__Hohenbuehelia,g__Holtermanniella,g__Hormonema,g__Humicola,g__Hyalopeziza,g__Hyaloraphidium,g__Hyalorbilia,g__Hyaloscypha,g__Hydnellum,g__Hydnobolites,g__Hydnocystis,g__Hydnoplicata,g__Hydnum,g__Hygrocybe,g__Hygrophorus,g__Hymenochaetopsis,g__Hymenopellis,g__Hymenoscyphus,g__Hymenula,g__Hyphoderma,g__Hyphodermella,g__Hyphodiscus,g__Hyphodontia,g__Hypholoma,g__Hyphozyma,g__Hypochnicium,g__Hypogymnia,g__Hypomyces,g__Hypoxylon,g__Hysterangium,g__Ijuhya,g__Ilyonectria,g__Infundibulicybe,g__Infundichalara,g__Inocybe,g__Kalmusia,g__Kamalomyces,g__Kernia,g__Knufia,g__Krasilnikovozyma,g__Kriegeria,g__Kurtzmanomyces,g__Laccaria,g__Lachnum,g__Lactarius,g__Laetinaevia,g__Lasiosphaeris,g__Lecania,g__Lecanicillium,g__Lecanora,g__Lectera,g__Lentithecium,g__Lentomitella,g__Leohumicola,g__Lepiota,g__Leptodontidium,g__Leucoagaricus,g__Leucogaster,g__Leucophleps,g__Leucosporidium,g__Libertasomyces,g__Libkindia,g__Limacella,g__Lindtneria,g__Lipomyces,g__Lopadostoma,g__Lophiostoma,g__Lophiotrema,g__Lycoperdon,g__Lyophyllum,g__Macroventuria,g__Malassezia,g__Mallocybe,g__Melanogaster,g__Melanoleuca,g__Melanomma,g__Melanophyllum,g__Meliniomyces,g__Metacordyceps,g__Metarhizium,g__Metulocladosporiella,g__Microascus,g__Microglossum,g__Microsporomyces,g__Miniancora,g__Mollisia,g__Monascella,g__Monocillium,g__Monodictys,g__Monticola,g__Morchella,g__Mortierella,g__Mrakia,g__Mucor,g__Muscodor,g__Mycena,g__Mycenella,g__Mycocentrospora,g__Mycopappus,g__Mycosphaerella,g__Myochromella,g__Myrothecium,g__Myxomphalia,g__Naganishia,g__Nakazawaea,g__Nalanthamala,g__Nectria,g__Nectriopsis,g__Nemania,g__Neocamarosporium,g__Neocatenulostroma,g__Neocucurbitaria,g__Neodevriesia,g__Neodidymelliopsis,g__Neoerysiphe,g__Neonectria,g__Neostagonospora,g__Neurospora,g__Nothophoma,g__Obba,g__Oberwinklerozyma,g__Ochroconis,g__Ochrolechia,g__Octaviania,g__Odontia,g__Oedogoniomyces,g__Oidiodendron,g__Olpidium,g__Omphalotus,g__Operculomyces,g__Orbilia,g__Ossicaulis,g__Otidea,g__Ovadendron,g__Pachyphlodes,g__Paecilomyces,g__Paraboeremia,g__Paraconiothyrium,g__Paraphaeosphaeria,g__Paratritirachium,g__Paulisebacina,g__Paurocotylis,g__Paxillus,g__Pectenia,g__Penicillium,g__Penidiella,g__Peniophora,g__Peniophorella,g__Periconia,g__Perusta,g__Pestalotiopsis,g__Pezicula,g__Peziza,g__Pezizella,g__Pezoloma,g__Phacidium,g__Phaeococcomyces,g__Phaeoisaria,g__Phaeomarasmius,g__Phaeomoniella,g__Phaeosphaeria,g__Phaeothecoidea,g__Phallus,g__Phanerochaete,g__Phellodon,g__Phialea,g__Phialocephala,g__Phialophora,g__Phlebia,g__Phlebiella,g__Phlebiopsis,g__Phlyctochytrium,g__Pholiota,g__Phoma,g__Phragmocephala,g__Phyllosticta,g__Physcia,g__Physisporinus,g__Pilatoporus,g__Piloderma,g__Pirex,g__Piskurozyma,g__Pisolithus,g__Pithoascus,g__Placopsis,g__Placynthiella,g__Plectania,g__Plenodomus,g__Pleonectria,g__Pleopsidium,g__Pleuroascus,g__Pleurophoma,g__Pleurotheciella,g__Pleurothecium,g__Pleurotus,g__Pluteus,g__Pochonia,g__Podoscypha,g__Podospora,g__Polycephalomyces,g__Polyscytalum,g__Polysporina,g__Postia,g__Preussia,g__Prosthemium,g__Protocrea,g__Protoglossum,g__Protomyces,g__Psathyrella,g__Pseudaegerita,g__Pseudaleuria,g__Pseudeurotium,g__Pseudoanungitea,g__Pseudobaeospora,g__Pseudocercospora,g__Pseudogymnoascus,g__Pseudohyphozyma,g__Pseudolachnea,g__Pseudophaeomoniella,g__Pseudoproboscispora,g__Pseudopyricularia,g__Pseudotomentella,g__Psilocybe,g__Pulvinula,g__Punctulariopsis,g__Pycnopeziza,g__Pyrenochaeta,g__Pyronema,g__Rachicladosporium,g__Ramaria,g__Ramariopsis,g__Ramicandelaber,g__Ramichloridium,g__Ramophialophora,g__Rasamsonia,g__Readeriella,g__Resinicium,g__Resupinatus,g__Reticulascus,g__Retroconis,g__Rhinocladiella,g__Rhizoctonia,g__Rhizophlyctis,g__Rhizoplaca,g__Rhizopogon,g__Rhizoscyphus,g__Rhodocybe,g__Rhodophana,g__Rhodosporidiobolus,g__Rhodotorula,g__Rickenella,g__Riopa,g__Ripartites,g__Rosellinia,g__Rugosomyces,g__Rupestriomyces,g__Russula,g__Sagenomella,g__Saitoella,g__Sakaguchia,g__Sarcinomyces,g__Sarcoporia,g__Sarcostroma,g__Sarea,g__Schenella,g__Schizothecium,g__Scleroconidioma,g__Scleroderma,g__Sclerostagonospora,g__Scopuloides,g__Scutellinia,g__Scytalidium,g__Scytinostroma,g__Sebacina,g__Seimatosporium,g__Seiridium,g__Sepedonium,g__Septoria,g__Serendipita,g__Serpula,g__Sidera,g__Sigarispora,g__Simocybe,g__Simplicillium,g__Sirastachys,g__Sistotrema,g__Sistotremastrum,g__Skeletocutis,g__Slooffia,g__Solicoccozyma,g__Spadicoides,g__Spizellomyces,g__Sporobolomyces,g__Sporothrix,g__Stagonosporopsis,g__Steccherinum,g__Stemphylium,g__Stereum,g__Sterigmatobotrys,g__Sticta,g__Stromatonectria,g__Suberoteratosphaeria,g__Subulicystidium,g__Sugiyamaella,g__Suillellus,g__Suillus,g__Sydowia,g__Symmetrospora,g__Talaromyces,g__Taphrina,g__Tarzetta,g__Tausonia,g__Teichospora,g__Tephrocybe,g__Teratosphaeria,g__Teratosphaericola,g__Tetracladium,g__Thelebolus,g__Thelidium,g__Thelonectria,g__Thielavia,g__Thyrostroma,g__Tolypocladium,g__Tomentella,g__Tornabea,g__Tothia,g__Toxicocladosporium,g__Trametes,g__Trapelia,g__Trechispora,g__Tricharina,g__Trichocladium,g__Trichoderma,g__Trichoglossum,g__Tricholoma,g__Trichophaea,g__Tubaria,g__Tuber,g__Tubeufia,g__Tubulicrinis,g__Tulostoma,g__Tumularia,g__Udeniozyma,g__Umbelopsis,g__Umbilicaria,g__Uncobasidium,g__unidentified,g__Uzbekistanica,g__Venturia,g__Venturiocistella,g__Vermiconia,g__Verrucaria,g__Verticillium,g__Vibrissea,g__Vishniacozyma,g__Volutella,g__Volvariella,g__Wallemia,g__Warcupia,g__Wiesneriomyces,g__Wrightoporia,g__Xenasma,g__Xenodidymella,g__Xenomeris,g__Xenophacidiella,g__Xenopolyscytalum,g__Xerocomellus,g__Xeromphalina,g__Xylaria,g__Xylodon,g__Xylographa,g__Xylomyces,g__Yunzhangia,g__Yurkovia,g__Zopfiella,g__Zygoascus
1,ITS1POST60101,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6477,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0,45,0,0,0,1,0,8,13,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,439,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3365,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ITS1POST60102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1566,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,19,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,47,0,0,0,10,3,5,86,0,1,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,65,146,0,0,0,0,16,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,4,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,105,0,1,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,6,0,0,7712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
3,ITS1POST60103,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,0,0,0,0,4843,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,45,0,0,0,5,0,0,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,26,109,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,267,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,47,0,0,2293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1080,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
